BRA	1892697976759.51
BGR	86618550679.2484
CAN	990933028998.926
CHL	248818740745.107
EST	21048531894.2853
FIN	132682822217.457
GEO	33372339963.6233
IDN	1649042253583.74
ITA	1390513223749.91
LVA	30314353097.3516
LTU	55570938800.0105
NLD	399312373189.572
PER	248410256311.236
POL	655956375258.375
PRT	200033147403.351
RUS	1986134784903.8
SRB	71806257813.5862
SVK	85318487508.8978
ESP	988845884124.182
USA	13998666000000

