BRA	3129612725334.53
BGR	158775695747.694
CAN	1855771204643.73
CHL	463832041066.895
EST	48064476467.9168
FIN	272319030456.189
GEO	54383410980.2817
IDN	3115566265268.59
ITA	2587030339782.73
LVA	59057492337.3363
LTU	100384504446.564
NLD	991941839767.178
PER	418547458561.325
POL	1208903726913.46
PRT	353153783393.691
RUS	4223363714785.31
SRB	122636628732.599
SVK	177427602033.946
ESP	1894494241788.17
USA	20529049174601.6

