BRA	7.8
BGR	11.8
CAN	13.3
CHL	10.4
EST	13
FIN	12.4
GEO	12.8
IDN	8
ITA	10.2
LVA	12.8
LTU	13
NLD	12.2
PER	9.2
POL	12.3
PRT	9.2
RUS	12
SRB	11.2
SVK	12.6
ESP	9.8
USA	13.4

