1.08871	2.00000
1.08919	2.00000
1.08966	1.00000
1.09014	2.00000
1.09062	1.00000
1.09110	8.00000
1.09157	7.00000
1.09205	11.00000
1.09253	13.00000
1.09300	25.00000
1.09348	17.00000
1.09396	28.00000
1.09444	51.00000
1.09491	55.00000
1.09539	62.00000
1.09587	89.00000
1.09635	95.00000
1.09682	167.00000
1.09730	203.00000
1.09778	246.00000
1.09826	290.00000
1.09873	330.00000
1.09921	383.00000
1.09969	465.00000
1.10017	566.00000
1.10064	670.00000
1.10112	812.00000
1.10160	918.00000
1.10208	1014.00000
1.10255	1221.00000
1.10303	1362.00000
1.10351	1476.00000
1.10399	1668.00000
1.10446	1902.00000
1.10494	2049.00000
1.10542	2219.00000
1.10589	2387.00000
1.10637	2617.00000
1.10685	2682.00000
1.10733	3082.00000
1.10780	3075.00000
1.10828	3298.00000
1.10876	3300.00000
1.10924	3513.00000
1.10971	3382.00000
1.11019	3532.00000
1.11067	3525.00000
1.11115	3387.00000
1.11162	3449.00000
1.11210	3387.00000
1.11258	3255.00000
1.11306	3142.00000
1.11353	3055.00000
1.11401	2810.00000
1.11449	2688.00000
1.11497	2534.00000
1.11544	2339.00000
1.11592	2156.00000
1.11640	2018.00000
1.11688	1786.00000
1.11735	1491.00000
1.11783	1385.00000
1.11831	1278.00000
1.11879	1096.00000
1.11926	941.00000
1.11974	822.00000
1.12022	736.00000
1.12069	582.00000
1.12117	496.00000
1.12165	444.00000
1.12213	372.00000
1.12260	300.00000
1.12308	252.00000
1.12356	179.00000
1.12404	155.00000
1.12451	141.00000
1.12499	125.00000
1.12547	74.00000
1.12595	64.00000
1.12642	44.00000
1.12690	48.00000
1.12738	34.00000
1.12786	25.00000
1.12833	26.00000
1.12881	16.00000
1.12929	18.00000
1.12977	5.00000
1.13024	7.00000
1.13072	4.00000
1.13120	2.00000
1.13168	5.00000
1.13215	0.00000
1.13263	2.00000
1.13311	1.00000
1.13358	0.00000
1.13406	0.00000
1.13454	0.00000
1.13502	0.00000
1.13549	0.00000
1.13597	1.00000
