0.02764	1.00000
0.02765	0.00000
0.02766	0.00000
0.02767	0.00000
0.02768	1.00000
0.02770	0.00000
0.02771	2.00000
0.02772	0.00000
0.02773	1.00000
0.02774	5.00000
0.02775	2.00000
0.02777	8.00000
0.02778	6.00000
0.02779	10.00000
0.02780	9.00000
0.02781	27.00000
0.02782	21.00000
0.02784	37.00000
0.02785	35.00000
0.02786	65.00000
0.02787	59.00000
0.02788	109.00000
0.02789	121.00000
0.02791	163.00000
0.02792	244.00000
0.02793	250.00000
0.02794	327.00000
0.02795	368.00000
0.02796	480.00000
0.02797	529.00000
0.02799	702.00000
0.02800	815.00000
0.02801	953.00000
0.02802	1101.00000
0.02803	1267.00000
0.02804	1529.00000
0.02806	1604.00000
0.02807	1831.00000
0.02808	2125.00000
0.02809	2315.00000
0.02810	2518.00000
0.02811	2945.00000
0.02813	2949.00000
0.02814	3128.00000
0.02815	3369.00000
0.02816	3343.00000
0.02817	3515.00000
0.02818	3702.00000
0.02820	3660.00000
0.02821	3662.00000
0.02822	3754.00000
0.02823	3628.00000
0.02824	3597.00000
0.02825	3509.00000
0.02826	3433.00000
0.02828	3193.00000
0.02829	3078.00000
0.02830	2971.00000
0.02831	2690.00000
0.02832	2579.00000
0.02833	2281.00000
0.02835	2150.00000
0.02836	1911.00000
0.02837	1707.00000
0.02838	1468.00000
0.02839	1360.00000
0.02840	1162.00000
0.02842	956.00000
0.02843	850.00000
0.02844	699.00000
0.02845	565.00000
0.02846	507.00000
0.02847	428.00000
0.02849	333.00000
0.02850	283.00000
0.02851	211.00000
0.02852	163.00000
0.02853	145.00000
0.02854	117.00000
0.02856	75.00000
0.02857	80.00000
0.02858	51.00000
0.02859	34.00000
0.02860	35.00000
0.02861	21.00000
0.02862	15.00000
0.02864	16.00000
0.02865	7.00000
0.02866	5.00000
0.02867	6.00000
0.02868	4.00000
0.02869	0.00000
0.02871	5.00000
0.02872	1.00000
0.02873	2.00000
0.02874	1.00000
0.02875	0.00000
0.02876	0.00000
0.02878	0.00000
0.02879	1.00000
