1.07015	2.00000
1.07059	4.00000
1.07103	3.00000
1.07146	2.00000
1.07190	2.00000
1.07234	2.00000
1.07277	9.00000
1.07321	10.00000
1.07365	9.00000
1.07408	18.00000
1.07452	21.00000
1.07496	27.00000
1.07539	42.00000
1.07583	53.00000
1.07627	75.00000
1.07670	71.00000
1.07714	107.00000
1.07757	140.00000
1.07801	150.00000
1.07845	211.00000
1.07888	257.00000
1.07932	338.00000
1.07976	404.00000
1.08019	460.00000
1.08063	564.00000
1.08107	649.00000
1.08150	742.00000
1.08194	893.00000
1.08238	1055.00000
1.08281	1164.00000
1.08325	1331.00000
1.08369	1585.00000
1.08412	1713.00000
1.08456	1825.00000
1.08500	2001.00000
1.08543	2255.00000
1.08587	2435.00000
1.08631	2586.00000
1.08674	2808.00000
1.08718	2993.00000
1.08762	3083.00000
1.08805	3128.00000
1.08849	3399.00000
1.08893	3410.00000
1.08936	3395.00000
1.08980	3512.00000
1.09023	3492.00000
1.09067	3383.00000
1.09111	3320.00000
1.09154	3290.00000
1.09198	3220.00000
1.09242	3076.00000
1.09285	3051.00000
1.09329	2826.00000
1.09373	2725.00000
1.09416	2534.00000
1.09460	2353.00000
1.09504	2206.00000
1.09547	2042.00000
1.09591	1854.00000
1.09635	1607.00000
1.09678	1446.00000
1.09722	1295.00000
1.09766	1209.00000
1.09809	944.00000
1.09853	843.00000
1.09897	719.00000
1.09940	621.00000
1.09984	514.00000
1.10028	456.00000
1.10071	395.00000
1.10115	314.00000
1.10158	244.00000
1.10202	220.00000
1.10246	179.00000
1.10289	141.00000
1.10333	118.00000
1.10377	83.00000
1.10420	77.00000
1.10464	64.00000
1.10508	52.00000
1.10551	35.00000
1.10595	20.00000
1.10639	26.00000
1.10682	9.00000
1.10726	14.00000
1.10770	10.00000
1.10813	12.00000
1.10857	4.00000
1.10901	5.00000
1.10944	3.00000
1.10988	2.00000
1.11032	2.00000
1.11075	0.00000
1.11119	0.00000
1.11163	1.00000
1.11206	0.00000
1.11250	0.00000
1.11294	0.00000
1.11337	1.00000
