0.559,703,70300001,70352551,9.75073,437.757,439.604,420.298,0,0,0,-0.8401,0,-1.0252,-0.4138,-99,-0.2006,87.90886,8.3902,0.3066
0.559,703,70300001,70356442,10.33365,498.98,417.408,502.23,1,0,0,-0.463,15,0.3312,2.3166,0.7823,0.4327,87.90886,8.3902,0.3066
0.559,703,70300001,70351316,11.21888,348.606,360.698,335.139,0,0,0,-1.6303,7,0.6582,-1.5638,0.7823,-1.9845,87.90886,8.3902,0.3066
0.559,703,70300001,70353938,9.75073,437.884,442.438,413.971,0,0,0,-1.6062,5,0.6384,1.2778,-1.7316,0.4911,87.90886,8.3902,0.3066
0.559,703,70300002,70356355,12.7081,510.26,501.585,591.294,1,0,0,1.1244,11,0.3133,0.1258,-0.8233,0.8732,257.0149,15.4359,1.2048
0.559,703,70300002,70351295,12.7081,499.918,539.079,504.619,1,0,0,-0.1952,6,-0.5238,0.4375,-99,-0.2503,257.0149,15.4359,1.2048
0.559,703,70300002,70353898,12.7081,426.956,495.351,497.659,1,0,0,-0.5606,-99,-99,-0.6368,-99,-99,257.0149,15.4359,1.2048
0.559,703,70300002,70353020,12.69017,522.638,507.448,475.808,0,0,0,-0.1132,0,-0.5238,-1.5638,0.7823,-0.3043,257.0149,15.4359,1.2048
0.559,703,70300002,70357517,12.7081,537.184,566.056,504.547,1,-99,-99,1.5254,11,0.111,0.6544,-99,1.2443,257.0149,15.4359,1.2048
0.559,703,70300002,70357813,12.7081,588.36,514.019,547.909,1,0,0,0.039,5,-0.5238,-1.5638,-0.2907,-0.2188,257.0149,15.4359,1.2048
0.559,703,70300002,70351155,12.7081,634.485,558.433,621.985,1,0,0,-0.6148,7,-1.6081,-1.0248,0.7823,-0.0228,257.0149,15.4359,1.2048
0.559,703,70300002,70356852,12.7081,426.511,416.751,578.753,1,0,0,-0.9858,18,-0.5238,0.4019,-99,-0.2188,257.0149,15.4359,1.2048
0.559,703,70300002,70355982,12.7081,428.58,429.737,434.72,1,0,0,0.4318,6,2.3154,2.2091,0.7823,0.1467,257.0149,15.4359,1.2048
0.559,703,70300002,70351361,12.7081,495.1,421.116,461.209,1,0,0,0.5883,7,0.4677,0.2567,0.7823,0.057,257.0149,15.4359,1.2048
0.559,703,70300002,70350429,12.7081,496.288,367.619,581.35,1,0,0,-0.8522,7,-0.2246,0.4019,-1.5082,0.8318,257.0149,15.4359,1.2048
0.559,703,70300002,70358044,12.7081,557.863,483.454,509.962,1,0,0,-0.3265,13,-0.5238,1.8529,-99,-0.0525,257.0149,15.4359,1.2048
0.559,703,70300002,70357243,12.7081,339.011,368.027,332.756,1,0,0,-1.1367,16,0.3277,0.4126,0.7823,-1.274,257.0149,15.4359,1.2048
0.559,703,70300002,70350759,12.7081,561.735,518.509,604.686,1,0,0,-0.5926,14,2.3154,1.7193,0.7823,-0.4507,257.0149,15.4359,1.2048
0.559,703,70300002,70351897,12.7081,518.468,483.66,518.107,1,0,0,0.5251,0,-0.5238,0.1353,-0.1462,-1.9845,257.0149,15.4359,1.2048
0.559,703,70300002,70351850,12.7081,574.229,501.003,561.93,1,0,0,-0.0971,16,2.3154,0.4019,0.7823,-0.2188,257.0149,15.4359,1.2048
0.559,703,70300002,70352445,12.7081,399.601,378.73,417.748,1,0,0,-0.2369,11,-0.5893,1.0169,-1.1625,0.3964,257.0149,15.4359,1.2048
0.559,703,70300002,70352115,12.7081,583.424,476.685,553.295,1,0,0,0.9391,12,0.9624,0.8182,0.7823,-0.0228,257.0149,15.4359,1.2048
0.559,703,70300003,70357223,19.15955,380.953,374.181,305.605,1,0,0,0.2608,11,-99,0.4019,0.7823,0.8318,71.87369,15.3846,0.4997
0.559,703,70300003,70350756,22.08539,545.998,565.559,555.7,0,0,0,0.4692,6,-0.3692,-0.4587,-1.1625,-0.0671,71.87369,15.3846,0.4997
0.559,703,70300003,70357871,22.08539,557.971,627.289,581.404,0,0,0,-0.499,7,-1.4144,-0.665,-99,-0.6216,71.87369,15.3846,0.4997
0.559,703,70300003,70353111,19.15955,586.714,507.068,581.983,1,0,0,1.3048,18,-0.5238,0.4019,0.7823,-1.9845,71.87369,15.3846,0.4997
0.559,703,70300004,70350769,17.58529,558.388,416.201,535.932,1,0,0,-0.063,14,0.2334,0.1025,0.7823,0.5549,62.13873,13.1111,0.1423
0.559,703,70300004,70356966,17.58529,434.42,396.85,471.256,1,0,0,-0.8414,8,-99,0.4019,-99,-0.4507,62.13873,13.1111,0.1423
0.559,703,70300004,70350809,16.51951,499.727,375.619,444.028,0,0,0,0.1514,6,-0.3635,-0.2556,-0.2308,-0.8175,62.13873,13.1111,0.1423
0.559,703,70300004,70351139,17.58529,510.671,435.488,448.231,1,0,0,-0.4635,0,-2.184,0.1025,0.7823,-1.1815,62.13873,13.1111,0.1423
0.559,703,70300005,70355596,10.13585,714.674,680.824,736.855,1,0,0,0.7544,4,-0.0716,-1.5638,0.7823,-1.274,174.89789,14.1739,0.8339
0.559,703,70300005,70350632,9.51852,642.659,594.155,598.549,0,0,0,0.9666,10,0.6582,0.9466,-0.1462,-1.0339,174.89789,14.1739,0.8339
0.559,703,70300005,70350104,10.13585,626.35,651.926,682.324,1,0,0,1.3943,10,0.4118,-0.7055,0.7823,-0.2188,174.89789,14.1739,0.8339
0.559,703,70300005,70355375,10.13585,655.568,617.265,688.27,1,0,0,0.538,8,0.1909,0.4019,0.7823,2.402,174.89789,14.1739,0.8339
